Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,145.5,0.0,0.0,26.0,1258.7916,0.019230768,0.018589744,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
3.0,195.4,2.0,294.6,93.0,6412.2334,0.0,0.026687598,0.0,0.0,Sep,2,2,9,2,Returning_Visitor,False,True
1.0,7.125,6.0,1043.9286,73.0,3585.1775,0.008175105,0.024451608,0.0,0.0,Nov,3,2,5,2,Returning_Visitor,False,False
2.0,28.2,1.0,0.0,114.0,3161.0747,0.017699115,0.042576205,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,False,False
13.0,408.6,0.0,0.0,21.0,589.42145,0.004444444,0.014814815,18.098572,0.0,Aug,2,2,8,2,Returning_Visitor,False,True
0.0,0.0,1.0,257.0,31.0,1906.8,0.01875,0.048125,22.629896,0.4,May,2,2,2,11,Returning_Visitor,False,True
3.0,28.5,0.0,0.0,15.0,608.4167,0.0,0.03529412,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
7.0,253.1,0.0,0.0,40.0,1591.8881,0.0,0.012186396,48.66217,0.0,Dec,2,2,3,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.0,219.5,0.0,0.016666668,0.0,0.0,May,1,2,2,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,4,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,347.66666,0.021212121,0.059848484,0.0,0.0,June,4,1,1,3,Returning_Visitor,False,False
5.0,94.6,0.0,0.0,69.0,2222.419,0.005092593,0.01496142,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,False,False
1.0,19.2,0.0,0.0,22.0,443.83334,0.0,0.002380952,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,82.75,0.028571429,0.08571429,0.0,0.0,Nov,2,2,7,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,42.0,1185.6666,0.0,0.004761905,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,217.0,0.005555556,0.031481482,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,False
1.0,37.5,0.0,0.0,45.0,2018.3,0.005681818,0.030822512,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
3.0,52.0,0.0,0.0,60.0,3451.7515,0.006666667,0.011565934,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,120.0,0.0,0.044444446,0.0,0.8,May,2,4,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,58.5,0.0,0.05,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,272.66666,0.0,0.009090909,0.0,0.0,May,3,2,1,4,New_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,67.333336,0.1,0.09714286,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
9.0,169.5,2.0,724.0,31.0,706.98376,0.005714286,0.023761906,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
1.0,3.0,0.0,0.0,7.0,114.833336,0.014285714,0.007142857,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,27.0,444.1,0.0,0.016,0.0,0.6,May,2,2,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
1.0,24.0,1.0,72.0,13.0,462.0,0.0,0.014285714,23.13,0.0,May,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,17.0,1731.625,0.0,0.03529412,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
6.0,545.65,3.0,204.34666,69.0,1182.4324,0.000684932,0.002998087,19.715296,0.0,Nov,2,2,1,13,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
1.0,7.0,0.0,0.0,15.0,421.5,0.0,0.03333333,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
2.0,33.2,0.0,0.0,9.0,162.23334,0.0,0.018181818,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,False,False
1.0,28.533333,0.0,0.0,61.0,2006.6881,0.003278689,0.015460019,2.0392702,0.0,Aug,2,5,3,2,Returning_Visitor,False,False
7.0,743.5824,4.0,909.25,337.0,11835.104,0.005228377,0.015719445,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,101.0,0.028571429,0.057142857,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
0.0,0.0,2.0,15.0,15.0,328.41666,0.0,0.037647057,0.0,0.0,May,2,2,1,4,Returning_Visitor,True,False
1.0,22.2,0.0,0.0,5.0,136.1,0.06666667,0.06666667,0.0,0.0,Oct,1,1,1,20,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,98.0,3556.6123,0.002061856,0.010173465,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
6.0,104.5,0.0,0.0,11.0,1206.75,0.0,0.013333333,0.0,0.0,Dec,4,1,4,8,New_Visitor,False,False
3.0,264.0,0.0,0.0,20.0,769.9,0.018181818,0.027272727,0.0,0.0,Nov,2,10,7,1,Returning_Visitor,False,False
6.0,162.5,0.0,0.0,39.0,1634.0952,0.0,0.011111111,8.604391,0.0,May,3,3,5,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,1175.488,0.0,0.021052632,0.0,0.0,Dec,3,2,3,13,Returning_Visitor,False,False
5.0,134.5,0.0,0.0,11.0,237.66667,0.0,0.018181818,0.0,0.0,Dec,3,2,2,2,Returning_Visitor,False,False
2.0,170.0,1.0,22.0,39.0,1177.2916,0.002564103,0.01965812,0.0,0.0,Nov,2,5,7,2,Returning_Visitor,False,False
1.0,69.0,1.0,4.0,17.0,319.0,0.0,0.010526316,0.0,0.0,May,2,2,9,2,Returning_Visitor,True,False
10.0,513.5536,9.0,186.0,105.0,8704.372,0.026260504,0.050212935,2.5790648,0.0,May,3,2,2,11,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,19.0,539.15,0.010526316,0.003947368,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,False
9.0,779.0,0.0,0.0,15.0,1386.35,0.016666668,0.02747619,6.3446317,0.0,Aug,1,2,1,4,Returning_Visitor,False,False
4.0,63.75,0.0,0.0,13.0,774.7288,0.0,0.012150434,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,True
2.0,44.0,2.0,53.0,8.0,667.6667,0.0,0.018181818,56.62364,0.0,May,2,2,1,4,Returning_Visitor,True,True
3.0,71.0,3.0,246.0,39.0,1501.3334,0.0,0.009756098,0.0,0.0,May,3,2,1,2,Returning_Visitor,True,False
5.0,51.5,0.0,0.0,2.0,6.0,0.0,0.03333333,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,728.9792,0.029761905,0.032959186,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
5.0,154.2,0.0,0.0,12.0,269.5357,0.004444444,0.006111111,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,81.0,0.0,0.05,0.0,0.4,May,2,4,2,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,984.5,0.042857144,0.071428575,0.0,0.0,Nov,2,2,2,3,Returning_Visitor,False,False
2.0,70.6,0.0,0.0,27.0,213.01572,0.0,0.007407407,79.51302,0.0,Oct,2,2,1,3,New_Visitor,True,True
0.0,0.0,0.0,0.0,4.0,1111.0,0.0,0.05,0.0,0.0,Mar,4,5,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,52.0,0.0,0.06666667,0.0,0.0,Mar,2,5,8,3,Returning_Visitor,True,False
3.0,121.0,0.0,0.0,17.0,174.83333,0.01764706,0.051764704,0.0,0.0,May,1,4,2,2,Returning_Visitor,False,False
8.0,993.0833,1.0,28.5,90.0,2776.0137,0.002380952,0.017256944,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,Jul,1,1,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,62.0,1471.8583,0.06065574,0.08043716,0.0,1.0,May,3,2,3,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,64.0,0.0,0.06666667,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,16.0,283.75,0.0125,0.025,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
1.0,34.5,0.0,0.0,18.0,3026.3743,0.0,0.005263158,38.926483,0.0,Dec,1,1,3,2,Returning_Visitor,False,True
1.0,39.0,0.0,0.0,18.0,314.83334,0.0,0.005882353,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,189.2,0.0,0.014285714,78.569595,0.0,Sep,3,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,137.0,0.15,0.15,0.0,0.2,May,3,3,2,11,Returning_Visitor,False,False
3.0,36.2,0.0,0.0,16.0,166.70627,0.0,0.014705882,0.0,0.0,Aug,2,2,6,5,New_Visitor,False,False
2.0,30.0,0.0,0.0,24.0,300.66666,0.008333333,0.025,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
4.0,84.0,3.0,102.0,32.0,478.5,0.07058824,0.07784314,0.0,0.0,May,3,2,6,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
2.0,38.0,0.0,0.0,21.0,733.7,0.0,0.014035088,0.0,0.0,Mar,2,7,1,3,Returning_Visitor,True,False
1.0,0.0,0.0,0.0,1.0,28.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,701.88336,0.0,0.023333333,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
3.0,103.0,2.0,58.5,94.0,2807.1497,0.0,0.002777778,0.0,0.0,Nov,2,2,7,2,New_Visitor,True,False
0.0,0.0,3.0,27.0,45.0,1218.031,0.023333333,0.047679737,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,False
3.0,109.0,0.0,0.0,31.0,3116.5,0.0,0.005208333,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,10.0,0.1,0.15,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3.0,79.6,0.0,0.0,28.0,627.6543,0.007142857,0.008214286,0.0,0.0,Sep,1,2,2,2,Returning_Visitor,False,False
1.0,6.0,0.0,0.0,61.0,2183.5,0.0,0.003225806,0.0,0.0,Mar,2,2,7,9,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,2,2,6,13,Returning_Visitor,False,False
6.0,53.0,0.0,0.0,40.0,778.8333,0.0,0.009469697,8.480846,0.0,Aug,1,1,1,4,New_Visitor,True,False
6.0,202.1,0.0,0.0,47.0,3633.9534,0.00130719,0.017287582,16.148872,0.0,Oct,4,2,8,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,68.0,2614.2097,0.0,0.006942149,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,62.0,1875.1034,0.003278689,0.027868852,12.713679,0.0,Sep,2,4,1,1,Returning_Visitor,False,False
2.0,55.0,1.0,36.0,24.0,914.50604,0.015384615,0.016666668,0.0,0.4,May,3,2,8,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,112.0,0.0,0.02,0.0,0.0,May,2,2,4,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,12.0,448.5,0.0,0.03333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
4.0,72.5,0.0,0.0,28.0,1248.0583,0.0140625,0.024479168,0.0,0.0,Nov,2,6,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,169.16667,0.0,0.036363635,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,540.3333,0.0,0.044736844,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,True,False
2.0,90.0,0.0,0.0,3.0,202.83333,0.0,0.013333333,0.0,0.0,May,3,2,7,2,Returning_Visitor,False,False
2.0,166.0,2.0,55.0,10.0,1968.25,0.014285714,0.02142857,0.0,0.0,May,1,1,1,6,New_Visitor,True,False
1.0,67.5,0.0,0.0,28.0,873.64,0.0,0.006785714,0.0,0.0,Sep,3,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,404.0,0.0,0.1,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
4.0,117.8,0.0,0.0,12.0,267.8,0.025,0.04375,0.0,0.0,Sep,3,2,3,13,Returning_Visitor,False,False
9.0,299.08334,1.0,0.0,14.0,212.83333,0.010526316,0.033684213,0.0,0.0,May,3,2,1,11,Returning_Visitor,True,False
4.0,28.5,0.0,0.0,20.0,500.5,0.0,0.02982456,0.0,0.0,Nov,4,1,2,1,Returning_Visitor,True,False
4.0,54.5,0.0,0.0,3.0,21.0,0.0,0.03333333,0.0,0.0,Nov,1,1,2,2,New_Visitor,False,False
7.0,198.75,0.0,0.0,20.0,818.5833,0.0,0.002777778,0.0,0.0,Dec,3,2,4,8,New_Visitor,False,False
0.0,0.0,0.0,0.0,32.0,1916.6333,0.015625,0.0265625,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
6.0,81.833336,0.0,0.0,7.0,166.5,0.0,0.015384615,0.0,0.0,Nov,2,2,3,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,86.0,0.0,0.025,0.0,0.0,Dec,2,5,1,8,New_Visitor,True,False
2.0,29.75,0.0,0.0,44.0,1410.4286,0.008695652,0.026086956,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,True,False
6.0,754.5333,0.0,0.0,8.0,749.23334,0.0,0.008974359,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,123.0,0.025,0.029166667,0.0,0.0,Nov,3,2,3,11,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,63.0,2777.6167,0.0,0.014086022,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
2.0,19.4,3.0,45.266666,10.0,136.06667,0.0,0.052857142,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,False,False
8.0,103.0,0.0,0.0,19.0,2081.5,0.0,0.01,24.547064,0.0,Nov,2,2,3,2,New_Visitor,True,True
14.0,243.16667,0.0,0.0,34.0,671.6429,0.0,0.016216217,0.0,0.0,Dec,4,5,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,943.5,0.025,0.045833334,0.0,0.0,Dec,3,2,3,10,Returning_Visitor,False,False
3.0,23.0,0.0,0.0,6.0,83.0,0.0,0.014285714,0.0,0.0,Mar,2,2,6,2,New_Visitor,False,False
